step,x,y,step_distance,cumulative_distance,prev_x,prev_y,knn_k,knn1_x,knn1_y,knn1_distance,knn2_x,knn2_y,knn2_distance,knn3_x,knn3_y,knn3_distance,knn4_x,knn4_y,knn4_distance,knn5_x,knn5_y,knn5_distance
92,281.83784439970384,755.8042041572239,29.08355,3058.953086,301.9031162193559,734.7509912186152,5,284.55698400578257,736.0834330107994,19.907349,301.9031162193559,734.7509912186152,29.08355,260.91653544625626,777.1001545085096,29.853286,256.8819120719038,784.1665681891542,37.778595,310.1475693193326,729.8317482601286,38.418862
93,260.91653544625626,777.1001545085096,29.853286,3088.806371,281.83784439970384,755.8042041572239,5,256.8819120719038,784.1665681891542,8.137099,260.4923103919594,805.0278270130224,27.930894,242.8386899579852,754.8584132190377,28.661883,281.83784439970384,755.8042041572239,29.853286,232.36272144124516,761.9950130977116,32.303028
94,256.8819120719038,784.1665681891542,8.137099,3096.943471,260.91653544625626,777.1001545085096,5,260.91653544625626,777.1001545085096,8.137099,260.4923103919594,805.0278270130224,21.171374,242.8386899579852,754.8584132190377,32.498924,232.36272144124516,761.9950130977116,33.05705,281.83784439970384,755.8042041572239,37.778595
95,260.4923103919594,805.0278270130224,21.171374,3118.114845,256.8819120719038,784.1665681891542,5,256.8819120719038,784.1665681891542,21.171374,260.91653544625626,777.1001545085096,27.930894,221.55798032782647,831.7998863873537,47.250664,232.36272144124516,761.9950130977116,51.411058,242.8386899579852,754.8584132190377,53.184776
96,221.55798032782647,831.7998863873537,47.250664,3165.365509,260.4923103919594,805.0278270130224,5,260.4923103919594,805.0278270130224,47.250664,171.3823760843869,809.7488285265771,54.807303,256.8819120719038,784.1665681891542,59.301882,260.91653544625626,777.1001545085096,67.388104,168.84400503942166,787.6813921208953,68.740125
97,171.3823760843869,809.7488285265771,54.807303,3220.172812,221.55798032782647,831.7998863873537,5,168.84400503942166,787.6813921208953,22.212948,221.55798032782647,831.7998863873537,54.807303,108.01389527333349,833.9337708504085,67.826807,128.08547795160862,871.0926419421733,75.084518,232.36272144124516,761.9950130977116,77.453402
98,168.84400503942166,787.6813921208953,22.212948,3242.38576,171.3823760843869,809.7488285265771,5,171.3823760843869,809.7488285265771,22.212948,226.6870226016624,751.613934135812,68.166533,232.36272144124516,761.9950130977116,68.515819,221.55798032782647,831.7998863873537,68.740125,213.45793631163136,732.5605908939883,70.913367
99,93.47621929900818,819.3942150822731,81.768003,3324.153763,168.84400503942166,787.6813921208953,5,108.01389527333349,833.9337708504085,20.560708,100.18068906370902,853.9381095973382,35.1885,47.46853498479808,809.0026856371774,47.166629,65.62084327273077,859.8834221214616,49.14568,63.85794894382868,863.5789443020424,53.193348
100,108.01389527333349,833.9337708504085,20.560708,3344.71447,93.47621929900818,819.3942150822731,5,93.47621929900818,819.3942150822731,20.560708,100.18068906370902,853.9381095973382,21.483312,128.08547795160862,871.0926419421733,42.233282,65.62084327273077,859.8834221214616,49.70468,120.83161078451865,883.7180187440564,51.407832
101,100.18068906370902,853.9381095973382,21.483312,3366.197782,108.01389527333349,833.9337708504085,5,108.01389527333349,833.9337708504085,21.483312,128.08547795160862,871.0926419421733,32.755995,65.62084327273077,859.8834221214616,35.067502,93.47621929900818,819.3942150822731,35.1885,66.45682965886301,867.1097761494882,36.204855
102,128.08547795160862,871.0926419421733,32.755995,3398.953778,100.18068906370902,853.9381095973382,5,120.83161078451865,883.7180187440564,14.560863,100.18068906370902,853.9381095973382,32.755995,127.1091249471088,911.7833181295222,40.702388,108.01389527333349,833.9337708504085,42.233282,125.84784881283451,929.3852970698306,58.335586
103,120.83161078451865,883.7180187440564,14.560863,3413.51464,128.08547795160862,871.0926419421733,5,128.08547795160862,871.0926419421733,14.560863,127.1091249471088,911.7833181295222,28.758794,100.18068906370902,853.9381095973382,36.23953,125.84784881283451,929.3852970698306,45.941952,108.01389527333349,833.9337708504085,51.407832
104,127.1091249471088,911.7833181295222,28.758794,3442.273434,120.83161078451865,883.7180187440564,5,125.84784881283451,929.3852970698306,17.64711,120.83161078451865,883.7180187440564,28.758794,128.08547795160862,871.0926419421733,40.702388,78.4886436699127,927.649429922289,51.143765,100.18068906370902,853.9381095973382,63.806025
105,125.84784881283451,929.3852970698306,17.64711,3459.920544,127.1091249471088,911.7833181295222,5,127.1091249471088,911.7833181295222,17.64711,120.83161078451865,883.7180187440564,45.941952,78.4886436699127,927.649429922289,47.391007,128.08547795160862,871.0926419421733,58.335586,151.3737723997868,986.7059242186832,62.747327
106,163.86054567557596,981.9140701253054,64.840089,3524.760633,125.84784881283451,929.3852970698306,5,151.3737723997868,986.7059242186832,13.374654,151.33436847289104,988.6898889857565,14.241378,188.001294050828,999.4203594553304,29.820226,100.92124118896662,988.2351487225011,63.255925,125.84784881283451,929.3852970698306,64.840089
107,188.001294050828,999.4203594553304,29.820226,3554.580859,163.86054567557596,981.9140701253054,5,163.86054567557596,981.9140701253054,29.820226,151.33436847289104,988.6898889857565,38.204796,151.3737723997868,986.7059242186832,38.771539,238.61592861522018,967.5402502901434,59.817912,240.13040782635397,953.129339827799,69.715873
108,151.33436847289104,988.6898889857565,38.204796,3592.785655,188.001294050828,999.4203594553304,5,151.3737723997868,986.7059242186832,1.984356,163.86054567557596,981.9140701253054,14.241378,188.001294050828,999.4203594553304,38.204796,100.92124118896662,988.2351487225011,50.415178,125.84784881283451,929.3852970698306,64.549185
109,151.3737723997868,986.7059242186832,1.984356,3594.770011,151.33436847289104,988.6898889857565,5,151.33436847289104,988.6898889857565,1.984356,163.86054567557596,981.9140701253054,13.374654,188.001294050828,999.4203594553304,38.771539,100.92124118896662,988.2351487225011,50.475701,125.84784881283451,929.3852970698306,62.747327
110,100.92124118896662,988.2351487225011,50.475701,3645.245712,151.3737723997868,986.7059242186832,5,62.40576762652772,972.0932443736168,41.761259,151.33436847289104,988.6898889857565,50.415178,151.3737723997868,986.7059242186832,50.475701,163.86054567557596,981.9140701253054,63.255925,125.84784881283451,929.3852970698306,63.911195
111,62.40576762652772,972.0932443736168,41.761259,3687.006972,100.92124118896662,988.2351487225011,5,100.92124118896662,988.2351487225011,41.761259,44.64090542441246,934.2895823715677,41.769692,78.4886436699127,927.649429922289,47.264273,9.964241312966028,974.3235128409679,52.48893,27.26718504551173,932.4230096450348,52.994788
112,9.964241312966028,974.3235128409679,52.48893,3739.495902,62.40576762652772,972.0932443736168,5,27.26718504551173,932.4230096450348,45.332593,62.40576762652772,972.0932443736168,52.48893,44.64090542441246,934.2895823715677,52.964013,41.939046716157,921.5078064992686,61.740481,78.4886436699127,927.649429922289,82.909974
113,27.26718504551173,932.4230096450348,45.332593,3784.828495,9.964241312966028,974.3235128409679,5,44.64090542441246,934.2895823715677,17.473702,41.939046716157,921.5078064992686,18.286749,9.964241312966028,974.3235128409679,45.332593,78.4886436699127,927.649429922289,51.443414,62.40576762652772,972.0932443736168,52.994788
114,41.939046716157,921.5078064992686,18.286749,3803.115244,27.26718504551173,932.4230096450348,5,44.64090542441246,934.2895823715677,13.06422,27.26718504551173,932.4230096450348,18.286749,78.4886436699127,927.649429922289,37.06201,62.40576762652772,972.0932443736168,54.568976,66.45682965886301,867.1097761494882,59.667976
115,44.64090542441246,934.2895823715677,13.06422,3816.179464,41.939046716157,921.5078064992686,5,41.939046716157,921.5078064992686,13.06422,27.26718504551173,932.4230096450348,17.473702,78.4886436699127,927.649429922289,34.492912,62.40576762652772,972.0932443736168,41.769692,9.964241312966028,974.3235128409679,52.964013
116,78.4886436699127,927.649429922289,34.492912,3850.672376,44.64090542441246,934.2895823715677,5,44.64090542441246,934.2895823715677,34.492912,41.939046716157,921.5078064992686,37.06201,62.40576762652772,972.0932443736168,47.264273,125.84784881283451,929.3852970698306,47.391007,127.1091249471088,911.7833181295222,51.143765
117,66.45682965886301,867.1097761494882,61.723693,3912.396069,78.4886436699127,927.649429922289,5,63.85794894382868,863.5789443020424,4.384171,65.62084327273077,859.8834221214616,7.274549,100.18068906370902,853.9381095973382,36.204855,108.01389527333349,833.9337708504085,53.17553,93.47621929900818,819.3942150822731,54.834498
118,63.85794894382868,863.5789443020424,4.384171,3916.78024,66.45682965886301,867.1097761494882,5,65.62084327273077,859.8834221214616,4.09447,66.45682965886301,867.1097761494882,4.384171,100.18068906370902,853.9381095973382,37.580409,15.285139969726803,843.9546856924078,52.387301,108.01389527333349,833.9337708504085,53.184433
119,65.62084327273077,859.8834221214616,4.09447,3920.874709,63.85794894382868,863.5789443020424,5,63.85794894382868,863.5789443020424,4.09447,66.45682965886301,867.1097761494882,7.274549,100.18068906370902,853.9381095973382,35.067502,93.47621929900818,819.3942150822731,49.14568,108.01389527333349,833.9337708504085,49.70468
120,15.285139969726803,843.9546856924078,52.795906,3973.670615,65.62084327273077,859.8834221214616,5,21.975308333072263,806.466973545603,38.080007,47.46853498479808,809.0026856371774,47.512243,63.85794894382868,863.5789443020424,52.387301,65.62084327273077,859.8834221214616,52.795906,66.45682965886301,867.1097761494882,56.166716
121,21.975308333072263,806.466973545603,38.080007,4011.750622,15.285139969726803,843.9546856924078,5,47.46853498479808,809.0026856371774,25.619025,15.285139969726803,843.9546856924078,38.080007,76.45620506689521,765.0406152494567,68.442029,65.62084327273077,859.8834221214616,68.980067,63.85794894382868,863.5789443020424,70.82325
122,47.46853498479808,809.0026856371774,25.619025,4037.369647,21.975308333072263,806.466973545603,5,21.975308333072263,806.466973545603,25.619025,93.47621929900818,819.3942150822731,47.166629,15.285139969726803,843.9546856924078,47.512243,76.45620506689521,765.0406152494567,52.658795,65.62084327273077,859.8834221214616,54.021807
123,76.45620506689521,765.0406152494567,52.658795,4090.028441,47.46853498479808,809.0026856371774,5,98.73043616313527,765.4413741364752,22.277836,118.24431248865596,737.2833681454282,50.166829,47.46853498479808,809.0026856371774,52.658795,93.47621929900818,819.3942150822731,56.956077,21.975308333072263,806.466973545603,68.442029
124,98.73043616313527,765.4413741364752,22.277836,4112.306277,76.45620506689521,765.0406152494567,5,76.45620506689521,765.0406152494567,22.277836,118.24431248865596,737.2833681454282,34.25879,93.47621929900818,819.3942150822731,54.208079,47.46853498479808,809.0026856371774,67.270873,108.01389527333349,833.9337708504085,69.118673
125,118.24431248865596,737.2833681454282,34.25879,4146.565067,98.73043616313527,765.4413741364752,5,98.73043616313527,765.4413741364752,34.25879,146.35848891230384,697.6706401912388,48.575458,76.45620506689521,765.0406152494567,50.166829,124.32379252825243,682.5296186925239,55.090227,168.84400503942166,787.6813921208953,71.416313
126,146.35848891230384,697.6706401912388,48.575458,4195.140525,118.24431248865596,737.2833681454282,5,124.32379252825243,682.5296186925239,26.735339,148.8194902889095,656.0836617703369,41.659732,118.24431248865596,737.2833681454282,48.575458,121.79389137547159,645.1969614065051,57.938816,204.79079826934998,673.7591455288341,63.135524
127,124.32379252825243,682.5296186925239,26.735339,4221.875865,146.35848891230384,697.6706401912388,5,146.35848891230384,697.6706401912388,26.735339,148.8194902889095,656.0836617703369,36.047578,121.79389137547159,645.1969614065051,37.41828,118.24431248865596,737.2833681454282,55.090227,58.05094382649867,676.2017842993782,66.574259
128,148.8194902889095,656.0836617703369,36.047578,4257.923442,124.32379252825243,682.5296186925239,5,121.79389137547159,645.1969614065051,29.135944,124.32379252825243,682.5296186925239,36.047578,146.35848891230384,697.6706401912388,41.659732,204.79079826934998,673.7591455288341,58.695912,220.07359233142765,652.763420068005,71.331417
129,121.79389137547159,645.1969614065051,29.135944,4287.059386,148.8194902889095,656.0836617703369,5,148.8194902889095,656.0836617703369,29.135944,124.32379252825243,682.5296186925239,37.41828,146.35848891230384,697.6706401912388,57.938816,62.25875887122312,640.9848625624502,59.683949,58.05094382649867,676.2017842993782,70.883442
130,58.05094382649867,676.2017842993782,70.883442,4357.942829,121.79389137547159,645.1969614065051,5,62.25875887122312,640.9848625624502,35.467412,41.177862257898546,620.8768040220466,57.840767,32.465462373943986,617.4004236810055,64.126569,124.32379252825243,682.5296186925239,66.574259,121.79389137547159,645.1969614065051,70.883442
131,62.25875887122312,640.9848625624502,35.467412,4393.41024,58.05094382649867,676.2017842993782,5,41.177862257898546,620.8768040220466,29.133112,58.05094382649867,676.2017842993782,35.467412,32.465462373943986,617.4004236810055,37.99824,24.650014436155775,604.8482375805311,52.15624,121.79389137547159,645.1969614065051,59.683949
132,41.177862257898546,620.8768040220466,29.133112,4422.543352,62.25875887122312,640.9848625624502,5,32.465462373943986,617.4004236810055,9.380359,24.650014436155775,604.8482375805311,23.023568,62.25875887122312,640.9848625624502,29.133112,45.234067865612346,573.866036789167,47.185432,58.05094382649867,676.2017842993782,57.840767
133,32.465462373943986,617.4004236810055,9.380359,4431.923711,41.177862257898546,620.8768040220466,5,41.177862257898546,620.8768040220466,9.380359,24.650014436155775,604.8482375805311,14.786433,62.25875887122312,640.9848625624502,37.99824,45.234067865612346,573.866036789167,45.368272,58.05094382649867,676.2017842993782,64.126569
134,24.650014436155775,604.8482375805311,14.786433,4446.710144,32.465462373943986,617.4004236810055,5,32.465462373943986,617.4004236810055,14.786433,41.177862257898546,620.8768040220466,23.023568,45.234067865612346,573.866036789167,37.196774,62.25875887122312,640.9848625624502,52.15624,58.05094382649867,676.2017842993782,78.784203
135,45.234067865612346,573.866036789167,37.196774,4483.906919,24.650014436155775,604.8482375805311,5,24.650014436155775,604.8482375805311,37.196774,32.465462373943986,617.4004236810055,45.368272,41.177862257898546,620.8768040220466,47.185432,10.110093997603876,526.8280206539229,58.704927,109.05784593110369,551.2672460905512,67.706573
136,10.110093997603876,526.8280206539229,58.704927,4542.611846,45.234067865612346,573.866036789167,5,1.1428193144282783,493.57786646532463,34.43813,45.234067865612346,573.866036789167,58.704927,24.650014436155775,604.8482375805311,79.36349,30.700845951906143,446.7185991338365,82.713351,32.465462373943986,617.4004236810055,93.290528
137,1.1428193144282783,493.57786646532463,34.43813,4577.049976,10.110093997603876,526.8280206539229,5,10.110093997603876,526.8280206539229,34.43813,30.700845951906143,446.7185991338365,55.402779,22.782575668658378,425.61883196681714,71.321171,35.93383343018897,417.86604479629455,83.322834,45.234067865612346,573.866036789167,91.59819
138,30.700845951906143,446.7185991338365,55.402779,4632.452754,1.1428193144282783,493.57786646532463,5,22.782575668658378,425.61883196681714,22.536619,35.93383343018897,417.86604479629455,29.323268,73.21114936486084,420.23170217414685,50.086741,1.1428193144282783,493.57786646532463,55.402779,7.851005331251826,393.80795178170945,57.633773
139,22.782575668658378,425.61883196681714,22.536619,4654.989373,30.700845951906143,446.7185991338365,5,35.93383343018897,417.86604479629455,15.266345,30.700845951906143,446.7185991338365,22.536619,7.851005331251826,393.80795178170945,35.140915,49.793265058264865,388.3475961780492,46.029581,73.21114936486084,420.23170217414685,50.715503
140,35.93383343018897,417.86604479629455,15.266345,4670.255718,22.782575668658378,425.61883196681714,5,22.782575668658378,425.61883196681714,15.266345,30.700845951906143,446.7185991338365,29.323268,49.793265058264865,388.3475961780492,32.610162,7.851005331251826,393.80795178170945,36.978873,73.21114936486084,420.23170217414685,37.352304
141,7.851005331251826,393.80795178170945,36.978873,4707.234591,35.93383343018897,417.86604479629455,5,7.184567252270457,369.1301471700257,24.686802,22.782575668658378,425.61883196681714,35.140915,35.93383343018897,417.86604479629455,36.978873,49.793265058264865,388.3475961780492,42.296201,44.352525399116935,368.7041258820589,44.300824
142,7.184567252270457,369.1301471700257,24.686802,4731.921393,7.851005331251826,393.80795178170945,5,7.851005331251826,393.80795178170945,24.686802,29.377507756986443,347.8777272843395,30.727707,44.352525399116935,368.7041258820589,37.1704,49.793265058264865,388.3475961780492,46.741967,35.93383343018897,417.86604479629455,56.583637
143,29.377507756986443,347.8777272843395,30.727707,4762.6491,7.184567252270457,369.1301471700257,5,44.352525399116935,368.7041258820589,25.651316,7.184567252270457,369.1301471700257,30.727707,70.32946587635568,359.2533148212369,42.502551,49.793265058264865,388.3475961780492,45.327844,7.851005331251826,393.80795178170945,50.724509
144,44.352525399116935,368.7041258820589,25.651316,4788.300416,29.377507756986443,347.8777272843395,5,49.793265058264865,388.3475961780492,20.383022,29.377507756986443,347.8777272843395,25.651316,70.32946587635568,359.2533148212369,27.642707,7.184567252270457,369.1301471700257,37.1704,7.851005331251826,393.80795178170945,44.300824
145,70.32946587635568,359.2533148212369,27.642707,4815.943123,44.352525399116935,368.7041258820589,5,44.352525399116935,368.7041258820589,27.642707,49.793265058264865,388.3475961780492,35.611975,80.44581855253541,320.05460467254574,40.483076,29.377507756986443,347.8777272843395,42.502551,112.39103583018407,344.44960733861086,44.590643
146,49.793265058264865,388.3475961780492,35.611975,4851.555098,70.32946587635568,359.2533148212369,5,44.352525399116935,368.7041258820589,20.383022,35.93383343018897,417.86604479629455,32.610162,70.32946587635568,359.2533148212369,35.611975,73.21114936486084,420.23170217414685,39.559999,7.851005331251826,393.80795178170945,42.296201
147,73.21114936486084,420.23170217414685,39.559999,4891.115097,49.793265058264865,388.3475961780492,5,35.93383343018897,417.86604479629455,37.352304,49.793265058264865,388.3475961780492,39.559999,30.700845951906143,446.7185991338365,50.086741,22.782575668658378,425.61883196681714,50.715503,118.91028655385571,397.9536016023134,50.84019
148,118.91028655385571,397.9536016023134,50.84019,4941.955287,73.21114936486084,420.23170217414685,5,129.82285676032723,395.58085169824307,11.167548,142.28347384241602,422.18874616941883,33.669691,163.5547583408129,414.8304005037328,47.727929,73.21114936486084,420.23170217414685,50.84019,112.39103583018407,344.44960733861086,53.899703
149,129.82285676032723,395.58085169824307,11.167548,4953.122835,118.91028655385571,397.9536016023134,5,118.91028655385571,397.9536016023134,11.167548,142.28347384241602,422.18874616941883,29.381066,163.5547583408129,414.8304005037328,38.837949,168.255398651179,421.7098925114047,46.473509,112.39103583018407,344.44960733861086,54.021038
150,142.28347384241602,422.18874616941883,29.381066,4982.503901,129.82285676032723,395.58085169824307,5,163.5547583408129,414.8304005037328,22.508061,168.255398651179,421.7098925114047,25.976339,129.82285676032723,395.58085169824307,29.381066,118.91028655385571,397.9536016023134,33.669691,142.5674882186013,462.4353545272121,40.24761
151,163.5547583408129,414.8304005037328,22.508061,5005.011961,142.28347384241602,422.18874616941883,5,168.255398651179,421.7098925114047,8.332072,142.28347384241602,422.18874616941883,22.508061,129.82285676032723,395.58085169824307,38.837949,118.91028655385571,397.9536016023134,47.727929,142.5674882186013,462.4353545272121,52.025928
152,168.255398651179,421.7098925114047,8.332072,5013.344034,163.5547583408129,414.8304005037328,5,163.5547583408129,414.8304005037328,8.332072,142.28347384241602,422.18874616941883,25.976339,129.82285676032723,395.58085169824307,46.473509,142.5674882186013,462.4353545272121,48.150099,216.52428395276402,435.2131794546169,50.122091
153,142.5674882186013,462.4353545272121,48.150099,5061.494132,168.255398651179,421.7098925114047,5,142.28347384241602,422.18874616941883,40.24761,180.3893912563338,490.013452023644,46.80863,168.255398651179,421.7098925114047,48.150099,163.5547583408129,414.8304005037328,52.025928,133.42055420254906,520.8655284141988,59.141793
154,133.42055420254906,520.8655284141988,59.141793,5120.635925,142.5674882186013,462.4353545272121,5,157.68657212231085,527.5731301676146,25.176011,109.05784593110369,551.2672460905512,38.95903,180.3893912563338,490.013452023644,56.195394,142.5674882186013,462.4353545272121,59.141793,191.06709150239055,567.5107406206719,74.154562
155,109.05784593110369,551.2672460905512,38.95903,5159.594955,133.42055420254906,520.8655284141988,5,133.42055420254906,520.8655284141988,38.95903,157.68657212231085,527.5731301676146,54.094031,45.234067865612346,573.866036789167,67.706573,191.06709150239055,567.5107406206719,83.602437,180.3893912563338,490.013452023644,94.022426
156,157.68657212231085,527.5731301676146,54.094031,5213.688985,109.05784593110369,551.2672460905512,5,133.42055420254906,520.8655284141988,25.176011,180.3893912563338,490.013452023644,43.887896,209.59132812878366,524.5146032105923,51.994791,191.06709150239055,567.5107406206719,52.050666,109.05784593110369,551.2672460905512,54.094031
157,180.3893912563338,490.013452023644,43.887896,5257.576881,157.68657212231085,527.5731301676146,5,157.68657212231085,527.5731301676146,43.887896,209.59132812878366,524.5146032105923,45.200471,142.5674882186013,462.4353545272121,46.80863,133.42055420254906,520.8655284141988,56.195394,216.52428395276402,435.2131794546169,65.641453
158,209.59132812878366,524.5146032105923,45.200471,5302.777352,180.3893912563338,490.013452023644,5,240.13608742346747,518.1532972121122,31.200137,208.96973547336006,566.0382358858294,41.528285,180.3893912563338,490.013452023644,45.200471,191.06709150239055,567.5107406206719,46.816826,157.68657212231085,527.5731301676146,51.994791
159,240.13608742346747,518.1532972121122,31.200137,5333.977489,209.59132812878366,524.5146032105923,5,209.59132812878366,524.5146032105923,31.200137,269.83975472542585,492.3131536276696,39.370304,289.6919495072058,519.8341022016147,49.584358,285.5057910835891,541.0756974595614,50.83155,208.96973547336006,566.0382358858294,57.13413
160,208.96973547336006,566.0382358858294,57.13413,5391.111619,240.13608742346747,518.1532972121122,5,191.06709150239055,567.5107406206719,17.963099,207.84410369082474,587.1255046951435,21.11729,209.59132812878366,524.5146032105923,41.528285,250.68733928511168,596.791393469411,51.827745,240.13608742346747,518.1532972121122,57.13413
161,191.06709150239055,567.5107406206719,17.963099,5409.074718,208.96973547336006,566.0382358858294,5,208.96973547336006,566.0382358858294,17.963099,207.84410369082474,587.1255046951435,25.810988,209.59132812878366,524.5146032105923,46.816826,157.68657212231085,527.5731301676146,52.050666,250.68733928511168,596.791393469411,66.422365
162,207.84410369082474,587.1255046951435,25.810988,5434.885706,191.06709150239055,567.5107406206719,5,208.96973547336006,566.0382358858294,21.11729,191.06709150239055,567.5107406206719,25.810988,250.68733928511168,596.791393469411,43.920067,259.158299397262,604.3059930343495,54.113916,220.82927131631735,646.9257198353225,61.193793
163,250.68733928511168,596.791393469411,43.920067,5478.805773,207.84410369082474,587.1255046951435,5,259.158299397262,604.3059930343495,11.323708,207.84410369082474,587.1255046951435,43.920067,208.96973547336006,566.0382358858294,51.827745,220.82927131631735,646.9257198353225,58.351991,220.07359233142765,652.763420068005,63.797094
164,259.158299397262,604.3059930343495,11.323708,5490.129481,250.68733928511168,596.791393469411,5,250.68733928511168,596.791393469411,11.323708,207.84410369082474,587.1255046951435,54.113916,220.82927131631735,646.9257198353225,57.319765,220.07359233142765,652.763420068005,62.255414,208.96973547336006,566.0382358858294,63.113494
165,285.5057910835891,541.0756974595614,68.500077,5558.629559,259.158299397262,604.3059930343495,5,289.6919495072058,519.8341022016147,21.650157,240.13608742346747,518.1532972121122,50.83155,269.83975472542585,492.3131536276696,51.217286,339.8904064162435,530.1854376454147,55.46426,250.68733928511168,596.791393469411,65.700558
166,289.6919495072058,519.8341022016147,21.650157,5580.279715,285.5057910835891,541.0756974595614,5,285.5057910835891,541.0756974595614,21.650157,269.83975472542585,492.3131536276696,33.933939,240.13608742346747,518.1532972121122,49.584358,339.8904064162435,530.1854376454147,51.254612,343.65159365776776,479.08651915198607,67.616631
167,269.83975472542585,492.3131536276696,33.933939,5614.213655,289.6919495072058,519.8341022016147,5,289.6919495072058,519.8341022016147,33.933939,240.13608742346747,518.1532972121122,39.370304,274.7138434192621,452.9781848179143,39.635798,285.5057910835891,541.0756974595614,51.217286,322.9289765350606,455.744384925629,64.465032
168,274.7138434192621,452.9781848179143,39.635798,5653.849453,269.83975472542585,492.3131536276696,5,291.059519145354,419.7853778540753,36.999237,269.83975472542585,492.3131536276696,39.635798,322.9289765350606,455.744384925629,48.294419,289.53085363586695,394.79198298829067,60.043133,216.52428395276402,435.2131794546169,60.840942
169,216.52428395276402,435.2131794546169,60.840942,5714.690395,274.7138434192621,452.9781848179143,5,168.255398651179,421.7098925114047,50.122091,163.5547583408129,414.8304005037328,56.755866,274.7138434192621,452.9781848179143,60.840942,180.3893912563338,490.013452023644,65.641453,142.28347384241602,422.18874616941883,75.374623
170,199.35579046706297,358.55530131160185,78.556906,5793.247301,216.52428395276402,435.2131794546169,5,236.1450829166024,355.8094886115547,36.891619,254.63917465571063,343.9403762815572,57.18259,201.1850454737838,296.6412512769129,61.941067,203.99027594623396,293.31165516630506,65.408041,163.5547583408129,414.8304005037328,66.697831
171,201.1850454737838,296.6412512769129,61.941067,5855.188368,199.35579046706297,358.55530131160185,5,203.99027594623396,293.31165516630506,4.353795,252.60808582471327,283.3965038604886,53.101341,199.35579046706297,358.55530131160185,61.941067,236.1450829166024,355.8094886115547,68.724701,254.63917465571063,343.9403762815572,71.376125
172,203.99027594623396,293.31165516630506,4.353795,5859.542163,201.1850454737838,296.6412512769129,5,201.1850454737838,296.6412512769129,4.353795,252.60808582471327,283.3965038604886,49.618562,199.35579046706297,358.55530131160185,65.408041,236.1450829166024,355.8094886115547,70.284499,254.63917465571063,343.9403762815572,71.614093
173,252.60808582471327,283.3965038604886,49.618562,5909.160724,203.99027594623396,293.31165516630506,5,203.99027594623396,293.31165516630506,49.618562,201.1850454737838,296.6412512769129,53.101341,254.63917465571063,343.9403762815572,60.577932,236.1450829166024,355.8094886115547,74.26083,304.90241957438377,356.35790656203847,89.766718
174,236.1450829166024,355.8094886115547,74.26083,5983.421554,252.60808582471327,283.3965038604886,5,254.63917465571063,343.9403762815572,21.975151,199.35579046706297,358.55530131160185,36.891619,292.25416811082215,371.80432355577454,58.344359,289.53085363586695,394.79198298829067,66.10352,201.1850454737838,296.6412512769129,68.724701
175,254.63917465571063,343.9403762815572,21.975151,6005.396705,236.1450829166024,355.8094886115547,5,236.1450829166024,355.8094886115547,21.975151,292.25416811082215,371.80432355577454,46.811188,304.90241957438377,356.35790656203847,51.774403,199.35579046706297,358.55530131160185,57.18259,311.4460010002068,357.15168259026285,58.322844
176,304.90241957438377,356.35790656203847,51.774403,6057.171108,254.63917465571063,343.9403762815572,5,311.4460010002068,357.15168259026285,6.591551,292.25416811082215,371.80432355577454,19.96422,289.53085363586695,394.79198298829067,41.394,254.63917465571063,343.9403762815572,51.774403,291.059519145354,419.7853778540753,64.92049
177,311.4460010002068,357.15168259026285,6.591551,6063.762659,304.90241957438377,356.35790656203847,5,304.90241957438377,356.35790656203847,6.591551,292.25416811082215,371.80432355577454,24.145938,289.53085363586695,394.79198298829067,43.55532,254.63917465571063,343.9403762815572,58.322844,291.059519145354,419.7853778540753,65.867962
178,292.25416811082215,371.80432355577454,24.145938,6087.908597,311.4460010002068,357.15168259026285,5,304.90241957438377,356.35790656203847,19.96422,289.53085363586695,394.79198298829067,23.148411,311.4460010002068,357.15168259026285,24.145938,254.63917465571063,343.9403762815572,46.811188,291.059519145354,419.7853778540753,47.995924
179,289.53085363586695,394.79198298829067,23.148411,6111.057008,292.25416811082215,371.80432355577454,5,292.25416811082215,371.80432355577454,23.148411,291.059519145354,419.7853778540753,25.0401,304.90241957438377,356.35790656203847,41.394,311.4460010002068,357.15168259026285,43.55532,274.7138434192621,452.9781848179143,60.043133
180,291.059519145354,419.7853778540753,25.0401,6136.097108,289.53085363586695,394.79198298829067,5,289.53085363586695,394.79198298829067,25.0401,274.7138434192621,452.9781848179143,36.999237,292.25416811082215,371.80432355577454,47.995924,322.9289765350606,455.744384925629,48.049064,343.1653742712939,441.1950980755142,56.332906
181,322.9289765350606,455.744384925629,48.049064,6184.146172,291.059519145354,419.7853778540753,5,343.1653742712939,441.1950980755142,24.923755,353.07108172351366,458.2943249787391,30.249772,343.65159365776776,479.08651915198607,31.213492,291.059519145354,419.7853778540753,48.049064,274.7138434192621,452.9781848179143,48.294419
182,343.1653742712939,441.1950980755142,24.923755,6209.069926,322.9289765350606,455.744384925629,5,353.07108172351366,458.2943249787391,19.76124,322.9289765350606,455.744384925629,24.923755,343.65159365776776,479.08651915198607,37.894541,291.059519145354,419.7853778540753,56.332906,274.7138434192621,452.9781848179143,69.458284
